 "GAGE No.    1:  K,I,J Coord. =     2,   43,   70;  STREAM SEGMENT =    20;  REACH =     6 "
     "DATA: Time           Stage           Depth         GW-Head    Midpt-Flow       Stream-Loss        GW-Rech.  Chnge-UZ-Stor.   Vol.-UZ-Stor."
     1.0000000E+00   1.9612500E+03   0.0000000E+00   1.9501072E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     2.0000000E+00   1.9612500E+03   0.0000000E+00   1.9501063E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     3.0000000E+00   1.9612500E+03   0.0000000E+00   1.9501041E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     4.0000000E+00   1.9612500E+03   0.0000000E+00   1.9501010E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     5.0000000E+00   1.9612500E+03   0.0000000E+00   1.9500968E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     6.0000000E+00   1.9612500E+03   0.0000000E+00   1.9500919E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     7.0000000E+00   1.9612500E+03   0.0000000E+00   1.9500865E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     8.0000000E+00   1.9612500E+03   0.0000000E+00   1.9500806E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     9.0000000E+00   1.9612500E+03   0.0000000E+00   1.9500740E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.0000000E+01   1.9612500E+03   0.0000000E+00   1.9500668E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.1000000E+01   1.9612500E+03   0.0000000E+00   1.9500590E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.2000000E+01   1.9612500E+03   0.0000000E+00   1.9500505E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
     1.3000000E+01   1.9612500E+03   0.0000000E+00   1.9500421E+03   0.0000000E+00   8.2470638E-01   0.0000000E+00   8.2470638E-01   8.2470638E-01
     1.4000000E+01   1.9612500E+03   0.0000000E+00   1.9500334E+03   0.0000000E+00   6.5248501E-01   0.0000000E+00   6.5247649E-01   1.4771829E+00
     1.5000000E+01   1.9612500E+03   0.0000000E+00   1.9500245E+03   0.0000000E+00   6.2241620E-01   0.0000000E+00   6.2241495E-01   2.0995979E+00
     1.6000000E+01   1.9612500E+03   0.0000000E+00   1.9500151E+03   0.0000000E+00   5.4893756E-01   0.0000000E+00   5.4893202E-01   2.6485300E+00
